image_path,blazer_color,tie_color,shoe_color,shirt_color,pant_color
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_black_shoes\000004.jpg,formal dark,purple tie,black shoes,black,brown
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_black_shoes\000005.jpg,formal dark,purple tie,black shoes,baby pink,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_brown_shoes\000001.jpg,formal dark,purple tie,brown shoes,black,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_brown_shoes\000002.jpg,formal dark,purple tie,brown shoes,baby pink,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_brown_shoes\000003.jpg,formal dark,purple tie,brown shoes,beige,black
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_brown_shoes\000004.jpg,formal dark,purple tie,brown shoes,beige,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_brown_shoes\000005.jpg,formal dark,purple tie,brown shoes,white,white
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_grey_shoes\000001.jpg,formal dark,purple tie,grey shoes,white,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_grey_shoes\000002.jpg,formal dark,purple tie,grey shoes,beige,white
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_grey_shoes\000003.jpg,formal dark,purple tie,grey shoes,pale brown,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_grey_shoes\000004.jpg,formal dark,purple tie,grey shoes,beige,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_grey_shoes\000005.jpg,formal dark,purple tie,grey shoes,beige,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_white_shoes\000001.jpg,formal dark,purple tie,white shoes,black,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_white_shoes\000002.jpg,formal dark,purple tie,white shoes,baby pink,black
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_white_shoes\000003.jpg,formal dark,purple tie,white shoes,pale brown,black
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_white_shoes\000004.jpg,formal dark,purple tie,white shoes,black,brown
./image_dataset\men_wearing_formal_dark_blazer_with_purple_tie_and_white_shoes\000005.jpg,formal dark,purple tie,white shoes,black,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie\000001.jpg,formal dark,red tie,,pale brown,brown
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie\000002.jpg,formal dark,red tie,,black,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie\000003.jpg,formal dark,red tie,,beige,black
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie\000004.jpg,formal dark,red tie,,black,white
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie\000005.jpg,formal dark,red tie,,white,brown
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_beige_shoes\000001.jpg,formal dark,red tie,beige shoes,pale brown,brown
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_beige_shoes\000002.jpg,formal dark,red tie,beige shoes,beige,black
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_beige_shoes\000003.jpg,formal dark,red tie,beige shoes,baby pink,black
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_beige_shoes\000004.jpg,formal dark,red tie,beige shoes,black,white
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_beige_shoes\000005.jpg,formal dark,red tie,beige shoes,beige,brown
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_black_shoes\000001.jpg,formal dark,red tie,black shoes,pale brown,black
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_black_shoes\000002.jpg,formal dark,red tie,black shoes,white,black
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_black_shoes\000003.jpg,formal dark,red tie,black shoes,white,white
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_black_shoes\000004.jpg,formal dark,red tie,black shoes,pale brown,white
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_black_shoes\000005.jpg,formal dark,red tie,black shoes,pale brown,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_brown_shoes\000001.jpg,formal dark,red tie,brown shoes,black,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_brown_shoes\000002.jpg,formal dark,red tie,brown shoes,beige,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_brown_shoes\000003.jpg,formal dark,red tie,brown shoes,baby pink,white
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_brown_shoes\000004.jpg,formal dark,red tie,brown shoes,pale brown,black
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_brown_shoes\000005.jpg,formal dark,red tie,brown shoes,pale brown,white
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_grey_shoes\000001.jpg,formal dark,red tie,grey shoes,black,brown
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_grey_shoes\000002.jpg,formal dark,red tie,grey shoes,white,black
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_grey_shoes\000003.jpg,formal dark,red tie,grey shoes,black,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_grey_shoes\000004.jpg,formal dark,red tie,grey shoes,baby pink,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_grey_shoes\000005.jpg,formal dark,red tie,grey shoes,pale brown,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_white_shoes\000001.jpg,formal dark,red tie,white shoes,black,black
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_white_shoes\000002.jpg,formal dark,red tie,white shoes,white,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_white_shoes\000003.jpg,formal dark,red tie,white shoes,black,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_white_shoes\000004.jpg,formal dark,red tie,white shoes,white,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_red_tie_and_white_shoes\000005.jpg,formal dark,red tie,white shoes,black,white
./image_dataset\men_wearing_formal_dark_blazer_with_tie\000001.jpg,formal dark,tie,,pale brown,white
./image_dataset\men_wearing_formal_dark_blazer_with_tie\000002.jpg,formal dark,tie,,beige,brown
./image_dataset\men_wearing_formal_dark_blazer_with_tie\000003.jpg,formal dark,tie,,beige,black
./image_dataset\men_wearing_formal_dark_blazer_with_tie\000004.jpg,formal dark,tie,,black,brown
./image_dataset\men_wearing_formal_dark_blazer_with_tie\000005.jpg,formal dark,tie,,baby pink,white
./image_dataset\men_wearing_formal_dark_blazer_with_white_shoes\000001.jpg,formal dark,,white shoes,white,black
./image_dataset\men_wearing_formal_dark_blazer_with_white_shoes\000002.jpg,formal dark,,white shoes,baby pink,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_white_shoes\000003.jpeg,formal dark,,white shoes,black,black
./image_dataset\men_wearing_formal_dark_blazer_with_white_shoes\000004.jpg,formal dark,,white shoes,pale brown,white
./image_dataset\men_wearing_formal_dark_blazer_with_white_shoes\000005.jpg,formal dark,,white shoes,black,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie\000001.jpg,formal dark,yellow tie,,beige,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie\000002.jpg,formal dark,yellow tie,,beige,black
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie\000003.jpg,formal dark,yellow tie,,black,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie\000004.jpg,formal dark,yellow tie,,white,white
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie\000005.jpg,formal dark,yellow tie,,baby pink,white
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_beige_shoes\000001.jpg,formal dark,yellow tie,beige shoes,black,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_beige_shoes\000002.png,formal dark,yellow tie,beige shoes,baby pink,brown
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_beige_shoes\000003.jpg,formal dark,yellow tie,beige shoes,beige,brown
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_beige_shoes\000004.jpg,formal dark,yellow tie,beige shoes,black,white
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_beige_shoes\000005.jpg,formal dark,yellow tie,beige shoes,beige,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_black_shoes\000001.jpg,formal dark,yellow tie,black shoes,pale brown,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_black_shoes\000002.jpg,formal dark,yellow tie,black shoes,beige,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_black_shoes\000003.jpg,formal dark,yellow tie,black shoes,black,brown
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_black_shoes\000004.jpg,formal dark,yellow tie,black shoes,white,brown
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_black_shoes\000005.jpg,formal dark,yellow tie,black shoes,white,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_brown_shoes\000001.jpg,formal dark,yellow tie,brown shoes,pale brown,black
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_brown_shoes\000002.jpg,formal dark,yellow tie,brown shoes,black,brown
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_brown_shoes\000003.jpg,formal dark,yellow tie,brown shoes,black,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_brown_shoes\000004.jpg,formal dark,yellow tie,brown shoes,baby pink,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_brown_shoes\000005.jpg,formal dark,yellow tie,brown shoes,black,black
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_grey_shoes\000001.jpg,formal dark,yellow tie,grey shoes,baby pink,white
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_grey_shoes\000002.jpg,formal dark,yellow tie,grey shoes,white,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_grey_shoes\000003.jpg,formal dark,yellow tie,grey shoes,beige,black
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_grey_shoes\000004.jpg,formal dark,yellow tie,grey shoes,beige,baby pink
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_grey_shoes\000005.jpg,formal dark,yellow tie,grey shoes,pale brown,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_white_shoes\000001.jpg,formal dark,yellow tie,white shoes,black,black
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_white_shoes\000002.jpg,formal dark,yellow tie,white shoes,black,white
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_white_shoes\000003.jpg,formal dark,yellow tie,white shoes,baby pink,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_white_shoes\000004.jpg,formal dark,yellow tie,white shoes,beige,Blue
./image_dataset\men_wearing_formal_dark_blazer_with_yellow_tie_and_white_shoes\000005.jpg,formal dark,yellow tie,white shoes,pale brown,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_beige_shoes\000001.jpg,formal lapel,,beige shoes,black,black
./image_dataset\men_wearing_formal_lapel_blazer_with_beige_shoes\000002.jpg,formal lapel,,beige shoes,black,black
./image_dataset\men_wearing_formal_lapel_blazer_with_beige_shoes\000003.jpg,formal lapel,,beige shoes,white,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_beige_shoes\000004.jpg,formal lapel,,beige shoes,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_beige_shoes\000005.jpg,formal lapel,,beige shoes,white,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_black_shoes\000001.jpg,formal lapel,,black shoes,black,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_black_shoes\000002.jpg,formal lapel,,black shoes,black,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_black_shoes\000003.jpg,formal lapel,,black shoes,pale brown,white
./image_dataset\men_wearing_formal_lapel_blazer_with_black_shoes\000004.jpg,formal lapel,,black shoes,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_black_shoes\000005.jpg,formal lapel,,black shoes,white,white
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie\000001.jpg,formal lapel,blue tie,,pale brown,black
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie\000002.jpg,formal lapel,blue tie,,beige,black
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie\000003.jpg,formal lapel,blue tie,,pale brown,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie\000004.jpg,formal lapel,blue tie,,beige,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie\000005.jpg,formal lapel,blue tie,,pale brown,black
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_beige_shoes\000001.jpg,formal lapel,blue tie,beige shoes,white,white
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_beige_shoes\000002.jpg,formal lapel,blue tie,beige shoes,baby pink,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_beige_shoes\000003.jpg,formal lapel,blue tie,beige shoes,baby pink,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_beige_shoes\000004.jpg,formal lapel,blue tie,beige shoes,beige,black
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_beige_shoes\000005.jpg,formal lapel,blue tie,beige shoes,beige,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_black_shoes\000001.jpg,formal lapel,blue tie,black shoes,black,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_black_shoes\000002.jpg,formal lapel,blue tie,black shoes,pale brown,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_black_shoes\000003.jpg,formal lapel,blue tie,black shoes,pale brown,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_black_shoes\000004.jpg,formal lapel,blue tie,black shoes,pale brown,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_black_shoes\000005.jpg,formal lapel,blue tie,black shoes,pale brown,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_brown_shoes\000001.jpg,formal lapel,blue tie,brown shoes,black,white
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_brown_shoes\000002.jpg,formal lapel,blue tie,brown shoes,beige,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_brown_shoes\000003.jpg,formal lapel,blue tie,brown shoes,baby pink,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_brown_shoes\000004.jpg,formal lapel,blue tie,brown shoes,black,black
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_brown_shoes\000005.jpg,formal lapel,blue tie,brown shoes,white,white
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_grey_shoes\000001.jpg,formal lapel,blue tie,grey shoes,black,white
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_grey_shoes\000002.jpg,formal lapel,blue tie,grey shoes,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_grey_shoes\000003.jpg,formal lapel,blue tie,grey shoes,black,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_grey_shoes\000004.jpg,formal lapel,blue tie,grey shoes,black,black
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_grey_shoes\000005.png,formal lapel,blue tie,grey shoes,white,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_white_shoes\000001.jpg,formal lapel,blue tie,white shoes,beige,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_white_shoes\000002.jpg,formal lapel,blue tie,white shoes,baby pink,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_white_shoes\000003.jpg,formal lapel,blue tie,white shoes,baby pink,white
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_white_shoes\000004.png,formal lapel,blue tie,white shoes,beige,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_blue_tie_and_white_shoes\000005.jpg,formal lapel,blue tie,white shoes,black,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_brown_shoes\000001.jpg,formal lapel,,brown shoes,baby pink,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_brown_shoes\000002.jpg,formal lapel,,brown shoes,black,black
./image_dataset\men_wearing_formal_lapel_blazer_with_brown_shoes\000003.jpg,formal lapel,,brown shoes,baby pink,black
./image_dataset\men_wearing_formal_lapel_blazer_with_brown_shoes\000004.jpg,formal lapel,,brown shoes,white,black
./image_dataset\men_wearing_formal_lapel_blazer_with_brown_shoes\000005.jpg,formal lapel,,brown shoes,white,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie\000001.jpg,formal lapel,green tie,,beige,black
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie\000002.jpg,formal lapel,green tie,,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie\000003.jpg,formal lapel,green tie,,pale brown,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie\000004.jpg,formal lapel,green tie,,pale brown,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie\000005.jpg,formal lapel,green tie,,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_beige_shoes\000001.jpg,formal lapel,green tie,beige shoes,baby pink,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_beige_shoes\000002.jpg,formal lapel,green tie,beige shoes,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_beige_shoes\000003.jpg,formal lapel,green tie,beige shoes,black,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_beige_shoes\000004.png,formal lapel,green tie,beige shoes,baby pink,black
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_beige_shoes\000005.jpg,formal lapel,green tie,beige shoes,white,black
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_black_shoes\000001.jpg,formal lapel,green tie,black shoes,black,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_black_shoes\000002.jpg,formal lapel,green tie,black shoes,beige,white
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_black_shoes\000003.jpg,formal lapel,green tie,black shoes,pale brown,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_black_shoes\000004.png,formal lapel,green tie,black shoes,white,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_black_shoes\000005.png,formal lapel,green tie,black shoes,black,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_brown_shoes\000001.jpg,formal lapel,green tie,brown shoes,black,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_brown_shoes\000002.jpg,formal lapel,green tie,brown shoes,pale brown,white
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_brown_shoes\000003.jpg,formal lapel,green tie,brown shoes,baby pink,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_brown_shoes\000004.jpg,formal lapel,green tie,brown shoes,beige,white
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_brown_shoes\000005.jpg,formal lapel,green tie,brown shoes,black,white
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_grey_shoes\000001.jpg,formal lapel,green tie,grey shoes,baby pink,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_grey_shoes\000002.jpg,formal lapel,green tie,grey shoes,pale brown,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_grey_shoes\000003.jpg,formal lapel,green tie,grey shoes,baby pink,black
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_grey_shoes\000004.jpg,formal lapel,green tie,grey shoes,black,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_grey_shoes\000005.jpg,formal lapel,green tie,grey shoes,black,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_white_shoes\000001.jpg,formal lapel,green tie,white shoes,black,black
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_white_shoes\000002.jpg,formal lapel,green tie,white shoes,baby pink,black
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_white_shoes\000003.jpg,formal lapel,green tie,white shoes,white,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_white_shoes\000004.png,formal lapel,green tie,white shoes,white,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_green_tie_and_white_shoes\000005.png,formal lapel,green tie,white shoes,baby pink,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_grey_shoes\000001.jpg,formal lapel,,grey shoes,black,white
./image_dataset\men_wearing_formal_lapel_blazer_with_grey_shoes\000002.jpg,formal lapel,,grey shoes,beige,black
./image_dataset\men_wearing_formal_lapel_blazer_with_grey_shoes\000003.jpg,formal lapel,,grey shoes,black,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_grey_shoes\000004.jpg,formal lapel,,grey shoes,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_grey_shoes\000005.jpg,formal lapel,,grey shoes,beige,white
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie\000001.jpg,formal lapel,purple tie,,pale brown,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie\000002.jpg,formal lapel,purple tie,,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie\000003.jpg,formal lapel,purple tie,,beige,white
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie\000004.jpg,formal lapel,purple tie,,baby pink,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie\000005.jpg,formal lapel,purple tie,,beige,black
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_beige_shoes\000001.jpg,formal lapel,purple tie,beige shoes,white,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_beige_shoes\000002.jpg,formal lapel,purple tie,beige shoes,beige,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_beige_shoes\000003.jpg,formal lapel,purple tie,beige shoes,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_beige_shoes\000004.jpg,formal lapel,purple tie,beige shoes,pale brown,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_beige_shoes\000005.jpg,formal lapel,purple tie,beige shoes,baby pink,white
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_black_shoes\000001.jpg,formal lapel,purple tie,black shoes,beige,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_black_shoes\000002.jpg,formal lapel,purple tie,black shoes,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_black_shoes\000003.jpg,formal lapel,purple tie,black shoes,pale brown,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_black_shoes\000004.jpg,formal lapel,purple tie,black shoes,beige,white
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_black_shoes\000005.jpg,formal lapel,purple tie,black shoes,baby pink,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_brown_shoes\000001.jpg,formal lapel,purple tie,brown shoes,baby pink,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_brown_shoes\000002.jpg,formal lapel,purple tie,brown shoes,white,white
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_brown_shoes\000003.jpg,formal lapel,purple tie,brown shoes,baby pink,black
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_brown_shoes\000004.jpg,formal lapel,purple tie,brown shoes,pale brown,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_brown_shoes\000005.jpg,formal lapel,purple tie,brown shoes,black,white
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_grey_shoes\000001.jpg,formal lapel,purple tie,grey shoes,baby pink,white
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_grey_shoes\000002.jpg,formal lapel,purple tie,grey shoes,baby pink,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_grey_shoes\000003.jpg,formal lapel,purple tie,grey shoes,black,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_grey_shoes\000004.jpg,formal lapel,purple tie,grey shoes,black,white
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_grey_shoes\000005.jpg,formal lapel,purple tie,grey shoes,pale brown,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_white_shoes\000001.jpg,formal lapel,purple tie,white shoes,baby pink,white
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_white_shoes\000002.jpg,formal lapel,purple tie,white shoes,pale brown,white
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_white_shoes\000003.jpg,formal lapel,purple tie,white shoes,baby pink,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_white_shoes\000004.jpg,formal lapel,purple tie,white shoes,beige,white
./image_dataset\men_wearing_formal_lapel_blazer_with_purple_tie_and_white_shoes\000005.jpg,formal lapel,purple tie,white shoes,baby pink,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie\000001.jpg,formal lapel,red tie,,white,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie\000002.jpg,formal lapel,red tie,,white,black
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie\000003.jpg,formal lapel,red tie,,white,black
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie\000004.jpg,formal lapel,red tie,,white,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie\000005.jpg,formal lapel,red tie,,pale brown,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_beige_shoes\000001.jpg,formal lapel,red tie,beige shoes,baby pink,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_beige_shoes\000002.jpg,formal lapel,red tie,beige shoes,beige,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_beige_shoes\000003.jpg,formal lapel,red tie,beige shoes,pale brown,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_beige_shoes\000004.png,formal lapel,red tie,beige shoes,black,baby pink
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_beige_shoes\000005.jpg,formal lapel,red tie,beige shoes,baby pink,white
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_black_shoes\000001.jpg,formal lapel,red tie,black shoes,black,brown
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_black_shoes\000002.jpg,formal lapel,red tie,black shoes,baby pink,black
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_black_shoes\000003.jpg,formal lapel,red tie,black shoes,pale brown,Blue
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_black_shoes\000004.jpg,formal lapel,red tie,black shoes,white,white
./image_dataset\men_wearing_formal_lapel_blazer_with_red_tie_and_black_shoes\000005.jpg,formal lapel,red tie,black shoes,black,black
